snr_db,label,h_real_0,h_imag_0,tau_0,h_real_1,h_imag_1,tau_1,h_real_2,h_imag_2,tau_2,h_real_3,h_imag_3,tau_3,h_real_4,h_imag_4,tau_4,h_real_5,h_imag_5,tau_5,Kurtosis,Skewness,Rising time (ns),RMS delay spread (ns),Rician K-factor
0,1,0.6300236657632727,0.297600240514704,0.0,0.1163038393949614,-0.4858126644810042,10.22949133637457,0.1766863845749488,-0.3676911841199867,12.79018992601455,-0.1093392483278524,0.3287350571597687,21.823730595290314,-0.3556408576539726,0.4342536548900816,32.88441208340001,0.2672515000481472,-0.0427115877646452,56.88317274172242,-0.734026336852204,0.6520025540365674,30.50661484372167,15.76210372908615,0.525268233292032
0,1,-0.3147763195749717,0.661791306825193,0.0,0.5687712738888722,0.0796410077602838,6.626262800900099,0.1337806693576866,-0.2042097140410162,13.884382372567234,0.1084066091458891,-0.1285229086227852,14.619360170453849,-0.2886431770422463,0.1511144375758899,21.30440573984534,-0.4246219119488527,-0.2665025841715304,91.714171742475,-0.8937534456523513,0.6352121605773723,54.95150035401056,34.53275522852581,0.6928000235022768
0,1,-0.9461462571160766,-1.1989588380515268,0.0,-0.6594368026229518,0.1887933085559007,4.660860391927969,-0.5657639801866977,0.2862311339458517,12.469807578919422,0.2010229251128046,0.1382221966279265,37.64115241651361,-0.0792601079748461,-0.2724917025424599,38.22503394186643,0.5728602205751313,-0.2698404378562564,103.36880553281335,0.9100895354627219,1.6182386849997583,42.50720779112426,31.77186470053013,1.6502397984835335
0,1,0.3169092719604706,0.0688222405467472,0.0,0.2065433245236042,-0.185744663808351,0.576250853785953,0.3237641694045614,0.1142887160922376,9.171446209617706,0.2161299598968641,-0.1410467646905354,23.19239007922949,0.0964792641824218,-0.2760825139320416,26.19264933491173,-0.1867631573364267,-0.3380687359677338,64.06858703225636,-0.9006422502278504,0.5403874123558954,48.79537882825302,24.760425899270306,0.329768493571721
0,1,0.2092071874550771,0.7936228169122657,0.0,-0.3784720883550445,0.5233517524883012,0.7126327755645523,-0.2735606242042636,0.2708090334422313,8.553861935044605,0.4677058581071953,-0.3799152763142278,24.971982557781686,-0.4016452595576343,0.5077358478677884,42.67848327987439,-0.15075567673925,0.7762754443053668,43.673449752557815,-0.8974427602579018,-0.2163444367043648,43.2523726750057,19.592109950342635,0.3414389892727399
0,1,-0.8746192180932177,-0.7621940053088022,0.0,0.0676212019468615,0.1311189598170696,2.7253169441921745,0.1435844026601579,0.5641507131940448,7.218775023331662,-0.3685075633062498,-0.426554841933738,11.64497736328708,0.1540802964781936,-0.0793843098729646,34.23971835727166,0.1156835761175481,0.2600944974473947,45.94355252011307,0.6529144452371471,1.4927388469069869,10.217681671453356,9.939172915148935,1.7048156801791075
0,1,-0.3210060111879158,-0.8613746278996157,0.0,0.3053761798658548,0.0369117935773368,2.160150839262447,0.142943065368956,0.3658619723974857,3.746775816357653,0.1975484295431978,-1.0035450870101046,16.886916626870825,0.0267790861471143,0.533659159736103,31.496005953184955,0.1366563983948728,-0.097043169483887,37.47439087177965,-1.3256792455686042,0.657592202695723,20.37850451654507,10.922426448504396,0.7432434384178949
0,1,0.9024342305379393,-0.540466578676174,0.0,-0.2318396009828503,-0.2856679462400662,9.505743323808918,0.0892027104908488,0.3601979944295972,16.423216014311883,-0.7522320003370558,0.1765279606628672,41.55530792788502,0.514433062951257,0.5714049587497835,81.68372765971407,0.2024233200721222,-0.2049473160605639,178.46238854900506,-0.8594433734914557,0.6725113872901726,69.32299846119133,41.258142023106835,0.7165495506903516
0,1,-0.3501784706391412,0.6595555846710018,0.0,0.4503936730672395,0.1356109272074825,4.306918875381252,0.3098216794814564,-0.5829870886985787,18.560464538485896,0.0052547433542714,-0.3629456732875954,19.562952004833345,-0.1796192463650279,-0.2870317919497759,21.09109648305278,-0.1022233758487889,-0.1657463378242546,26.11128628465829,-1.224065789929985,0.5693413064456282,19.59846271057191,9.343488555209708,0.5923268698988197
0,1,0.1202490088982975,-0.7931038149102017,0.0,0.1072534638801444,-0.3525383593646863,0.1089562311327858,0.0364454889315241,0.0816743143711851,0.8688005142279853,-0.3908620661778161,-0.1466176081865245,5.605405155393994,0.0635458479006286,0.0131123767045013,19.77033801680848,0.2108957783210542,-0.5678090755779446,23.39257130322551,-0.5998389285808448,0.8421504461406855,22.076877651541775,10.169109037119865,0.933721004996893
0,1,-0.1641785509173473,-0.6476588477490083,0.0,0.1141426376469111,-0.3717780126937263,1.612107581385979,0.4329422892295432,-0.515320357031009,15.984138372508037,0.3921210639614135,0.2194914926803823,61.91805419649352,0.1225914038504563,-0.0312131707176315,71.41930293533086,0.2789320594318946,0.203032134686376,72.53384577927359,-1.4140320730667517,0.33661279016067286,61.068663611410244,26.298804273159856,0.4846787520363779
0,1,-0.2484666635395307,0.8343796321299408,0.0,-0.6603203464564376,0.2968763054982957,9.300353277858646,-0.2353391406764678,-0.4345604890490823,36.16247611881538,0.231414890481193,0.4364874973001587,47.40594210268959,-0.4016626329722247,0.5038971273792724,50.02403752666109,-0.0385350966763484,0.1844297362929462,173.7140714183477,-0.8758973544457715,0.27810070372213147,48.84744976897421,28.436217841667318,0.5179898377279317
0,1,-0.8269840382001743,-0.2246588927151387,0.0,-0.5909950595857575,-0.5065402538259649,0.5676257711314259,0.3283792342128989,0.3204075641426217,2.4024395307000743,-0.1619241351010931,0.1038294947559124,23.44588403586878,-0.0449655296052567,0.0248854745357065,27.064032305816877,-0.2587820715684863,0.2921331557218049,99.4126733104558,-1.3605691270013265,0.5763564707446295,12.459713784012429,27.981646676885266,0.7283267498879172
0,1,0.3693900048507185,-0.4702434288271699,0.0,-0.5063820887984598,-0.2440491567419084,9.21957619516082,0.2379772731938625,-0.0348906580110842,31.48808034866993,0.3420782510823163,0.0158959227895046,35.92230588907762,0.4611678699965229,-0.0260819056413657,43.71674659070192,0.0071295200184955,0.3311742586685423,93.54794666166144,-1.4980211457777206,0.28746099520164614,43.44460646681608,27.84380254785588,0.4391840244660438
