snr_db,label,h_real_0,h_imag_0,tau_0,h_real_1,h_imag_1,tau_1,h_real_2,h_imag_2,tau_2,h_real_3,h_imag_3,tau_3,h_real_4,h_imag_4,tau_4,h_real_5,h_imag_5,tau_5
0,1,0.6300236657632727,0.297600240514704,0.0,0.11630383939496142,-0.48581266448100424,10.22949133637457,0.17668638457494887,-0.3676911841199867,12.79018992601455,-0.10933924832785247,0.3287350571597687,21.823730595290314,-0.35564085765397263,0.43425365489008166,32.88441208340001,0.2672515000481472,-0.0427115877646452,56.88317274172242
0,1,-0.3147763195749717,0.661791306825193,0.0,0.5687712738888722,0.07964100776028385,6.626262800900099,0.13378066935768662,-0.20420971404101623,13.884382372567234,0.10840660914588915,-0.1285229086227852,14.619360170453849,-0.2886431770422463,0.15111443757588994,21.30440573984534,-0.4246219119488527,-0.2665025841715304,91.714171742475
0,1,-0.9461462571160766,-1.1989588380515268,0.0,-0.6594368026229518,0.18879330855590076,4.660860391927969,-0.5657639801866977,0.2862311339458517,12.469807578919422,0.20102292511280462,0.1382221966279265,37.64115241651361,-0.07926010797484617,-0.2724917025424599,38.22503394186643,0.5728602205751313,-0.2698404378562564,103.36880553281335
0,1,0.3169092719604706,0.06882224054674724,0.0,0.20654332452360422,-0.185744663808351,0.576250853785953,0.3237641694045614,0.11428871609223762,9.171446209617706,0.2161299598968641,-0.14104676469053545,23.19239007922949,0.09647926418242189,-0.27608251393204164,26.192649334911735,-0.18676315733642676,-0.33806873596773385,64.06858703225636
0,1,0.20920718745507713,0.7936228169122657,0.0,-0.37847208835504453,0.5233517524883012,0.7126327755645523,-0.2735606242042636,0.2708090334422313,8.553861935044605,0.46770585810719534,-0.3799152763142278,24.971982557781686,-0.4016452595576343,0.5077358478677884,42.678483279874385,-0.15075567673925008,0.7762754443053668,43.673449752557815
0,1,-0.8746192180932177,-0.7621940053088022,0.0,0.0676212019468615,0.13111895981706967,2.7253169441921745,0.14358440266015793,0.5641507131940448,7.218775023331662,-0.36850756330624984,-0.426554841933738,11.64497736328708,0.15408029647819368,-0.07938430987296465,34.23971835727166,0.11568357611754816,0.26009449744739477,45.94355252011307
0,1,-0.32100601118791583,-0.8613746278996157,0.0,0.3053761798658548,0.036911793577336816,2.160150839262447,0.142943065368956,0.3658619723974857,3.746775816357653,0.1975484295431978,-1.0035450870101046,16.886916626870825,0.02677908614711439,0.533659159736103,31.496005953184955,0.13665639839487287,-0.09704316948388705,37.474390871779654
0,1,0.9024342305379393,-0.540466578676174,0.0,-0.2318396009828503,-0.28566794624006625,9.505743323808918,0.0892027104908488,0.36019799442959727,16.423216014311883,-0.7522320003370558,0.17652796066286727,41.55530792788502,0.514433062951257,0.5714049587497835,81.68372765971407,0.20242332007212221,-0.20494731606056396,178.46238854900506
0,1,-0.3501784706391412,0.6595555846710018,0.0,0.45039367306723954,0.13561092720748255,4.3069188753812515,0.30982167948145645,-0.5829870886985787,18.560464538485896,0.005254743354271493,-0.36294567328759547,19.562952004833342,-0.1796192463650279,-0.2870317919497759,21.09109648305278,-0.10222337584878899,-0.1657463378242546,26.11128628465829
0,1,0.12024900889829752,-0.7931038149102017,0.0,0.10725346388014448,-0.3525383593646863,0.10895623113278585,0.03644548893152416,0.08167431437118518,0.8688005142279853,-0.39086206617781616,-0.1466176081865245,5.605405155393994,0.06354584790062864,0.0131123767045013,19.770338016808477,0.21089577832105427,-0.5678090755779446,23.39257130322551
0,1,-0.16417855091734734,-0.6476588477490083,0.0,0.11414263764691115,-0.37177801269372635,1.6121075813859793,0.4329422892295432,-0.515320357031009,15.984138372508037,0.3921210639614135,0.21949149268038232,61.918054196493514,0.12259140385045636,-0.031213170717631522,71.41930293533086,0.27893205943189464,0.203032134686376,72.53384577927359
0,1,-0.24846666353953073,0.8343796321299408,0.0,-0.6603203464564376,0.2968763054982957,9.300353277858646,-0.23533914067646783,-0.4345604890490823,36.16247611881538,0.23141489048119301,0.43648749730015873,47.40594210268959,-0.4016626329722247,0.5038971273792724,50.02403752666109,-0.03853509667634845,0.18442973629294626,173.7140714183477
0,1,-0.8269840382001743,-0.22465889271513875,0.0,-0.5909950595857575,-0.5065402538259649,0.5676257711314259,0.32837923421289894,0.3204075641426217,2.4024395307000743,-0.1619241351010931,0.10382949475591242,23.44588403586878,-0.044965529605256765,0.024885474535706536,27.064032305816873,-0.25878207156848637,0.2921331557218049,99.4126733104558
0,1,0.3693900048507185,-0.47024342882716996,0.0,-0.5063820887984598,-0.24404915674190847,9.21957619516082,0.23797727319386258,-0.03489065801108422,31.488080348669932,0.3420782510823163,0.01589592278950467,35.92230588907762,0.46116786999652293,-0.026081905641365727,43.716746590701916,0.007129520018495532,0.3311742586685423,93.54794666166143
0,1,1.2181586397145534,0.811617112050502,0.0,0.05024352887232028,-0.24453179238309844,0.9934913172721833,0.07707885800808337,-0.2745407134774472,18.276423410186354,-0.2668333378672677,-0.044397069462480086,20.774395531998152,-0.3460742375026586,-0.4755870174100185,36.22555016921117,-0.0376853798046434,-0.2001419050797134,40.211403135804716
0,1,0.609303417035953,-1.1289969606105492,0.0,-0.10295583960138055,-0.05232423223427976,5.962114129870236,-0.1796365031550242,-0.13695222932762094,9.28914525732501,0.08899156908884064,-0.013770570490403158,24.5044455279968,0.2024257455937847,-0.07106537762700195,45.658685039965874,0.11175182351119622,-0.13355355827068632,86.23659753827992
0,1,0.24673015042358465,-0.7843452207617094,0.0,0.2085632026297874,0.6373828755039845,1.4616379987223382,-0.2675152265026091,-0.10661749138259598,5.705219369376666,0.15386578301752102,-0.15279708479565807,14.56286222734493,-0.02866860171904695,-0.40410595012636635,24.043179155386433,0.6505785366764921,-0.4035621263634046,33.55477848211233
0,1,-0.4134840622764473,0.6589025820984868,0.0,-0.14488077266267818,0.3341341968296651,14.08750126451134,-0.008268482300741953,-0.7205508543854559,21.87155793683555,0.27539936504355256,0.21877767942890755,28.55752949619078,-0.3474726460014096,-0.3551432140020478,46.1253622164786,-0.06099755226382973,0.27637440003735764,53.071415767289665
0,1,-1.3808056754487588,-0.5233644956848755,0.0,-0.46136776600871127,-0.5817033400486644,6.940538594783673,0.028896168115887258,-0.23663294642476482,7.444586267092006,0.04821158388287086,0.538644688630425,18.35182091741573,0.2568795749545586,0.24593338525829714,25.851561112440073,0.31925040149131234,-0.08143372466364093,35.59951549485981
0,1,-0.2626537997093621,-0.8870001069957253,0.0,0.5510703901282015,0.6212464791788022,0.7476728916715496,0.14525107693249303,-0.031299447503271065,1.200290552148699,0.02333335881159565,0.3407048796130323,3.644957969142732,-0.5716804169716848,-0.22970593845146997,7.085107941574219,0.08699648253065524,-0.22383736018539196,42.04368439108033
0,1,0.8681313102463906,0.7041522131090978,0.0,0.529618435349,0.05028443324262186,10.37853868643026,0.3720721952887592,-0.09114205573988644,11.119477487699623,-0.1379807861249016,-0.23302127454531024,21.084062608544855,0.7035541711312632,-0.1852427046786075,28.817602198918905,-0.3954918156313901,0.19157383679647075,49.30362728319502
0,1,-0.5808512375404569,-0.6965411376744142,0.0,-0.2514222295503122,-0.7097061406930786,2.2328075322611047,0.10507962912835946,-0.23271144817242817,2.33840570376109,-0.21153023811999636,-0.17745399994126027,5.752051036033535,-0.3425389979314921,0.20675221677082595,28.73484799537629,-0.09546856018280211,0.5082952504528487,31.511803000057473
0,1,0.9075717649486148,0.33722799484992694,0.0,0.16160734316655925,-0.14805680842993496,15.760877149006134,-0.1674932421589,-0.2751904113818619,17.4372704782049,0.10483692109977077,-0.6463858641760937,18.123158665959078,-0.04102369690890559,0.11665425194420637,20.60448464613365,0.5107113441675131,-0.10988152006197965,46.17668425649999
0,1,1.3829081937341328,-0.7048701217681833,0.0,0.14465842970038822,-0.0634650196650565,11.454851383598028,0.151549047375804,-0.34324682118669814,15.751233249271793,0.17860299403444135,0.46264959316679455,33.580037642618954,0.3067466269456611,-0.5140546763900504,41.52462388555077,0.1525593117251447,0.2977734770907376,42.977064325959304
0,1,0.654360988802565,-0.7902764209253896,0.0,0.19578062175104696,0.3528671656647422,8.005410193415862,0.032084470648022764,-0.10744318334039554,17.640455516386485,-0.1293492225181054,-0.3715015282402105,19.761000424247573,-0.02402839125725177,-0.17223004104833348,72.44741756562239,-0.2801075461107933,-0.14133903413193227,75.21774753083587
0,1,-0.7285724056361531,-0.7720658028985115,0.0,0.6792151887139335,-0.31473411471590845,2.4449819019901025,-0.09522210131975595,-0.2646525134242962,4.447651736056812,-0.1692865762946094,-0.2580707068794429,6.257784301793553,-0.2860399268728419,-0.11767781683729034,9.576086452592392,-0.1554562348198407,-0.2574772816047059,9.79816930823078
0,1,0.7203448379517239,-0.7103184657962047,0.0,0.34407614985509594,-0.33369794943140757,8.052144415698178,-0.11041852443018005,-0.0077590876588743,19.259950855631885,0.20522099512445033,0.2300223478888807,19.831435412171572,-0.28444364074873607,0.36100492232748965,36.278074303915226,0.13265018987067198,-0.28996633152217355,48.99558384683538
0,1,-0.08543915862229068,0.07457752487925406,0.0,-0.03879292614989317,0.21653337412110676,10.007818822438914,-0.1736182203087812,0.08070882502956134,10.372265502924686,-0.492011345573083,-0.3204729481137494,11.014386449110344,-0.13756991171214156,-0.5106681015492673,19.925542443477877,0.18482145126005284,0.14604340637951765,46.14079751135505
0,1,-1.0145265121103644,-0.16892081944545267,0.0,-0.3012712015916163,-0.8337653483222651,5.095185891984917,0.1719759958708617,-0.05102149376016786,14.81381170609233,0.02571298176179382,0.5073305014104189,18.929307131123387,-0.7790883674001401,-0.2853468838862144,35.212629800920055,-0.36707800872798135,-0.3129816850118586,82.79049487409677
